"Owner.Sales.Role.Region","Is.Deal.Registration","Billing.Country","Cloud.Data.Platform","Cloud.Provider","Stage","Opportunity.Record.Type","Plan.Type","Lead.Source","Opportunity.ARR","Amount..ACV..Currency","Amount..ACV.","Created.Date","Close.Date","Age","Days.in.Free.Trial","Days.in.Current.Stage","Free.Trial.","Trial.End.Date","Loss.Reason","Opportunity.Source","year"
"CAE - NA Northwest",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","PayGo","Website",NA,"USD",5000,"3/10/2022","3/21/2022",11,NA,59,1,"3/3/2022","Unable to contact","Sales","2022"
"CAE - RoW",0,"India","Snowflake","AWS","2 - Trial","New Logo","","Organic",52,"USD",3000,"4/13/2022","5/31/2022",36,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - RoW EMEA/APAC",1,"Australia","Snowflake","AWS","1 - Identified","New Logo","","Consulting Partner",NA,"USD",30000,"1/26/2022","12/29/2022",113,NA,101,0,"","","Partner","2022"
"EAE - NA West",0,"United States","Redshift","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",1e+05,"2/16/2022","10/30/2022",92,NA,64,0,"","","Outbound SDR","2022"
"EAE - NA Central",0,"United States","Databricks","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",20000,"4/12/2022","7/28/2022",37,NA,29,0,"","","Outbound SDR","2022"
"EAE - NA West",0,"United States","BigQuery","GCP","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",10000,"1/27/2022","2/11/2022",15,NA,97,0,"","Unable to contact","Outbound SDR","2022"
"Other",0,"United States","Redshift","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"4/13/2022","4/30/2022",36,NA,NA,0,"","","Outbound SDR","2022"
"CAE - RoW",0,"United Kingdom","Snowflake","AWS","2 - Trial","New Logo","Contract","Techno-company Data Loader",NA,"USD",40000,"2/18/2022","5/27/2022",90,NA,57,1,"4/20/2022","","Inbound SDR/Marketing","2022"
"CAE - NA Northwest",0,"United States","Snowflake","AWS","8 - Closed Won","Convert to Contract","Contract","Techno-company Data Loader",15347,"USD",15346.8,"4/13/2022","4/20/2022",7,NA,28,0,"","","Inbound SDR/Marketing","2022"
"CAE - RoW",0,"India","Snowflake","Azure","7 - Closed Lost","New Logo","","Organic",NA,"USD",5000,"1/26/2022","3/31/2022",64,NA,49,1,"3/7/2022","Unable to contact","Inbound SDR/Marketing","2022"
"Other",0,"United States","Synapse","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"4/14/2022","4/30/2022",35,NA,NA,0,"","","Outbound SDR","2022"
"EAE - RoW UK",0,"United Kingdom","Snowflake","","1 - Identified","Services","","Organic",NA,"USD",8000,"2/11/2022","4/30/2022",97,NA,91,0,"","","Outbound SDR","2022"
"EAE - RoW UK",0,"United Kingdom","Snowflake","AWS","1 - Identified","Expansion","Contract","Sales Prospecting",NA,"USD",1e+05,"4/13/2022","7/29/2022",36,NA,NA,0,"","","Sales","2022"
"EAE - NA Central",0,"United States","Databricks","GCP","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",28500,"3/30/2022","7/14/2022",50,NA,44,0,"","","Outbound SDR","2022"
"Other",0,"Canada","","","0 - Discovery","Unspecified Opportunity","","Event",NA,"",NA,"4/14/2022","4/30/2022",35,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",0,"United States","Snowflake","Azure","1 - Identified","Expansion","","Sales Prospecting",NA,"USD",50000,"2/24/2022","7/29/2022",84,NA,84,0,"","","Outbound SDR","2022"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"4/13/2022","5/13/2022",30,NA,6,0,"","Not a fit","Outbound SDR","2022"
"Other",0,"United States","","","7 - Closed Lost","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"3/10/2022","3/30/2022",20,NA,50,0,"","Unable to contact","Outbound SDR","2022"
"CAE - NA Southwest",0,"United States","Evaluating CDP","AWS","7 - Closed Lost","New Logo","Contract","Paid",NA,"USD",10000,"4/13/2022","5/12/2022",29,NA,7,0,"","Change in Project Scope","Inbound SDR/Marketing","2022"
"CAE - RoW",1,"United Kingdom","Redshift","AWS","1 - Identified","New Logo","Contract","Sales Prospecting",NA,"USD",20000,"3/11/2022","6/2/2022",69,NA,NA,0,"","","Sales","2022"
"CAE - NA Northwest",1,"Mexico","BigQuery","GCP","1 - Identified","New Logo","PayGo","Consulting Partner",NA,"USD",10000,"4/12/2022","6/24/2022",37,NA,NA,0,"","","Partner","2022"
"Other",0,"United States","Snowflake","AWS","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"4/14/2022","8/14/2022",35,NA,NA,0,"","","Outbound SDR","2022"
"Other",0,"United States","Snowflake","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"2/11/2022","4/30/2022",97,NA,NA,0,"","","Outbound SDR","2022"
"Other",0,"United States","Redshift","","0 - Discovery","Unspecified Opportunity","","Event",NA,"",NA,"4/13/2022","4/30/2022",36,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"CAE - RoW",0,"Finland","Synapse","","7 - Closed Lost","New Logo","PayGo","Organic",NA,"USD",5000,"2/3/2022","4/27/2022",83,NA,23,0,"","Change in Project Scope","Inbound SDR/Marketing","2022"
"EAE - NA East",0,"United Kingdom","Snowflake","","1 - Identified","New Logo","","Paid",NA,"USD",30000,"4/13/2022","12/30/2022",36,NA,20,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA West",0,"United States","BigQuery","GCP","1 - Identified","New Logo","Contract","Sales Prospecting",NA,"USD",30000,"2/10/2022","10/21/2022",98,NA,94,0,"","","Outbound SDR","2022"
"Other",0,"United States","","","1 - Identified","Demo/Test License","","",NA,"",NA,"4/13/2022","4/27/2022",36,NA,NA,0,"","","","2022"
"EAE - NA Central",0,"United States","Snowflake","Azure","7 - Closed Lost","New Logo","","Paid",NA,"USD",37000,"2/3/2022","5/5/2022",91,NA,14,0,"","Unable to contact","Inbound SDR/Marketing","2022"
"CAE - RoW",0,"Germany","Snowflake","","2 - Trial","New Logo","","Organic",NA,"USD",3000,"4/14/2022","6/30/2022",35,NA,24,1,"5/2/2022","","Inbound SDR/Marketing","2022"
"Other",0,"United States","","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"2/22/2022","4/30/2022",86,NA,NA,0,"","","Outbound SDR","2022"
"Other",0,"United States","Redshift","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"4/12/2022","4/30/2022",37,NA,NA,0,"","","Outbound SDR","2022"
"EAE - NA West",0,"United States","","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"2/15/2022","3/28/2022",41,NA,52,0,"","Timing","Outbound SDR","2022"
"EAE - NA West",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",34999,"4/12/2022","10/31/2022",37,NA,23,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA Central",0,"Canada","BigQuery","GCP","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",33000,"2/8/2022","8/29/2022",100,NA,42,0,"","","Outbound SDR","2022"
"CAE - RoW",0,"United Kingdom","","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",5000,"4/13/2022","6/30/2022",36,NA,NA,0,"","","Sales","2022"
"Other",0,"United States","","","8 - Closed Won","Demo/Test License","","",NA,"",NA,"3/7/2022","3/14/2022",7,NA,66,0,"","","","2022"
"CAE - NA Northeast",0,"United States","BigQuery","","1 - Identified","New Logo","","Organic",NA,"USD",10000,"4/12/2022","6/24/2022",37,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"Other",0,"United Kingdom","","","0 - Discovery","Unspecified Opportunity","","Event",NA,"",NA,"3/22/2022","4/30/2022",58,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - RoW EMEA/APAC",0,"Germany","Snowflake","Azure","1 - Identified","Expansion","Contract","Organic",NA,"USD",35000,"3/22/2022","9/30/2022",58,NA,49,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",1,"United States","Snowflake","","1 - Identified","New Logo","","Consulting Partner",NA,"",NA,"4/13/2022","6/30/2022",36,NA,NA,0,"","","Partner","2022"
"Other",0,"United States","BigQuery","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"2/18/2022","4/30/2022",90,NA,NA,0,"","","Outbound SDR","2022"
"CAM - NA",0,"United States","Snowflake","AWS","3 - Champion Confirmed","Renewal + Expansion","","Sales Prospecting",20570,"USD",13000,"4/13/2022","5/31/2022",36,NA,NA,1,"4/28/2022","","Sales","2022"
"EAE - NA West",0,"United States","Snowflake","AWS","3 - Champion Confirmed","Convert to Contract","Contract","Organic",NA,"USD",33000,"3/8/2022","7/8/2022",72,NA,8,1,"3/13/2022","","Inbound SDR/Marketing","2022"
"CAE - NA Northeast",0,"Canada","Redshift","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",10000,"4/13/2022","7/27/2022",36,NA,NA,0,"","","Sales","2022"
"CAE - NA Central",0,"Chile","","","7 - Closed Lost","New Logo","","Techno-company Data Loader",NA,"USD",1000,"2/16/2022","3/15/2022",27,NA,65,0,"","Unable to contact","Inbound SDR/Marketing","2022"
"Other",0,"Netherlands","","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"2/25/2022","4/30/2022",83,NA,NA,0,"","","Outbound SDR","2022"
"CAE - NA Northeast",0,"Canada","Snowflake","AWS","1 - Identified","New Logo","","Organic",NA,"USD",10000,"4/14/2022","6/29/2022",35,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA Central",0,"Canada","Snowflake","AWS","1 - Identified","New Logo","","Organic",NA,"USD",53000,"2/3/2022","9/30/2022",105,NA,101,0,"","","Inbound SDR/Marketing","2022"
"Other",0,"United Kingdom","","","0 - Discovery","Unspecified Opportunity","","Techno-company Data Loader",NA,"",NA,"4/14/2022","4/30/2022",35,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"CAE - NA Northeast",0,"United States","Databricks","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",10000,"2/3/2022","4/28/2022",84,NA,21,0,"","Timing","Sales","2022"
"CAE - RoW",1,"Australia","Snowflake","AWS","1 - Identified","New Logo","","Consulting Partner",NA,"USD",5000,"4/14/2022","5/31/2022",35,NA,27,1,"5/23/2022","","Partner","2022"
"EAE - RoW UK",0,"United Kingdom","Snowflake","AWS","1 - Identified","New Logo","","Organic",NA,"USD",50000,"2/16/2022","6/30/2022",92,NA,55,0,"","","Inbound SDR/Marketing","2022"
"Other",0,"United States","Snowflake","","0 - Discovery","Unspecified Opportunity","","Paid",NA,"",NA,"4/12/2022","4/30/2022",37,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"CAE - NA Northeast",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",10000,"2/23/2022","3/14/2022",19,NA,66,0,"","Lost to Competitor","Sales","2022"
"EAE - NA Central",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Event",NA,"USD",10000,"4/13/2022","8/24/2022",36,NA,29,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",0,"United States","Snowflake","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",35000,"1/28/2022","11/17/2022",111,NA,101,0,"","","Outbound SDR","2022"
"CAE - NA Northwest",0,"United States","Snowflake","AWS","1 - Identified","New Logo","PayGo","Sales Prospecting",NA,"USD",35000,"3/7/2022","6/24/2022",73,NA,NA,0,"","","Sales","2022"
"EAE - RoW EMEA/APAC",0,"Australia","Snowflake","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",33000,"4/13/2022","12/29/2022",36,NA,21,0,"","","Outbound SDR","2022"
"Other",0,"France","Evaluating CDP","","0 - Discovery","Unspecified Opportunity","","Paid",NA,"",NA,"3/22/2022","4/30/2022",58,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",0,"United States","Snowflake","Azure","1 - Identified","New Logo","","Paid",NA,"USD",40000,"4/14/2022","5/27/2022",35,NA,34,0,"","","Inbound SDR/Marketing","2022"
"Other",0,"United States","Snowflake","","0 - Discovery","Unspecified Opportunity","","Paid",NA,"",NA,"2/11/2022","4/30/2022",97,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA Central",0,"Canada","Snowflake","","7 - Closed Lost","New Logo","","Paid",NA,"USD",23000,"2/10/2022","3/3/2022",21,NA,77,0,"","Staying with Incumbent Solution","Inbound SDR/Marketing","2022"
"EAE - NA Central",1,"United States","Redshift","AWS","1 - Identified","New Logo","","Consulting Partner",NA,"USD",10000,"4/26/2022","6/30/2022",23,NA,23,0,"","","Partner","2022"
"EAE - NA Central",0,"United States","Snowflake","Azure","7 - Closed Lost","New Logo","","Sales Prospecting",0,"USD",23000,"3/7/2022","4/13/2022",37,NA,36,1,"3/10/2022","Timing","Sales","2022"
"EAE - NA West",1,"United States","Snowflake","AWS","1 - Identified","New Logo","Contract","Sales Prospecting",NA,"USD",25000,"4/25/2022","8/26/2022",24,NA,9,0,"","","Outbound SDR","2022"
"Other",0,"United States","Synapse","","7 - Closed Lost","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"3/8/2022","4/8/2022",31,NA,41,0,"","Lost Champion","Outbound SDR","2022"
"EAE - RoW EMEA/APAC",0,"Finland","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",30000,"2/25/2022","7/31/2022",83,NA,72,0,"","","Outbound SDR","2022"
"EAE - RoW UK",0,"United Kingdom","Snowflake","","1 - Identified","New Logo","","Marketplace",NA,"USD",150000,"4/25/2022","1/31/2023",24,NA,NA,0,"","","Sales","2022"
"EAE - RoW EMEA/APAC",1,"Netherlands","Snowflake","","4 - Economic Buyer Approved","Renewal + Expansion","Contract","Consulting Partner",NA,"USD",20000,"2/17/2022","5/31/2022",91,NA,8,0,"","","Partner","2022"
"CAE - RoW",0,"New Zealand","Snowflake","AWS","8 - Closed Won","New Logo","Contract","Organic",30082,"USD",10000,"2/2/2022","4/27/2022",84,NA,22,1,"4/13/2022","","Inbound SDR/Marketing","2022"
"CAE - RoW",0,"","Snowflake","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",3000,"4/25/2022","6/20/2022",24,NA,24,0,"","","Outbound SDR","2022"
"CAM - NA",0,"United States","","","7 - Closed Lost","Renewal","Contract","",NA,"USD",0,"2/18/2022","4/18/2022",59,NA,31,0,"","Duplicate","Sales","2022"
"Other",0,"Germany","","","1 - Identified","Demo/Test License","","",NA,"",NA,"4/25/2022","12/30/2022",24,NA,NA,0,"","","","2022"
"EAE - RoW UK",0,"United Kingdom","Snowflake","AWS","7 - Closed Lost","New Logo","","Organic",NA,"USD",40000,"3/9/2022","5/19/2022",71,NA,0,0,"","Change in Project Scope","Inbound SDR/Marketing","2022"
"CAE - RoW",1,"Japan","BigQuery","","2 - Trial","New Logo","PayGo","Techno-company Data Loader",75,"USD",1000,"3/11/2022","5/31/2022",69,NA,23,1,"5/1/2022","","Inbound SDR/Marketing","2022"
"EAE - NA Central",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",23000,"2/14/2022","3/15/2022",29,NA,65,0,"","Duplicate","Outbound SDR","2022"
"CAE - NA Southeast",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Organic",NA,"USD",1000,"4/25/2022","6/30/2022",24,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - RoW UK",0,"United Kingdom","Snowflake","AWS","3 - Champion Confirmed","New Logo","PayGo","Referral",NA,"USD",35000,"2/2/2022","9/30/2022",106,NA,93,0,"","","Outbound SDR","2022"
"CAE - RoW",1,"Germany","Snowflake","AWS","1 - Identified","New Logo","","Consulting Partner",NA,"USD",20000,"4/25/2022","7/31/2022",24,NA,21,0,"","","Partner","2022"
"Other",0,"United States","BigQuery","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"2/17/2022","4/30/2022",91,NA,NA,0,"","","Outbound SDR","2022"
"EAE - RoW EMEA/APAC",0,"India","","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",1000,"4/25/2022","12/31/2022",24,NA,13,0,"","","Outbound SDR","2022"
"EAE - NA Central",0,"United States","Redshift","AWS","2 - Trial","New Logo","","Organic",NA,"USD",23000,"2/9/2022","6/27/2022",99,NA,71,0,"","","Outbound SDR","2022"
"EAE - RoW UK",0,"","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",35000,"4/26/2022","1/31/2023",23,NA,23,0,"","","Outbound SDR","2022"
"CAE - NA Northeast",0,"United States","Databricks","AWS","7 - Closed Lost","New Logo","","Paid",NA,"USD",10000,"2/23/2022","5/4/2022",70,NA,15,0,"","Unable to contact","Inbound SDR/Marketing","2022"
"CAE - NA Northwest",0,"United States","Redshift","AWS","7 - Closed Lost","New Logo","Contract","Organic",NA,"USD",10000,"4/25/2022","5/17/2022",22,NA,2,0,"","Staying with Incumbent Solution","Inbound SDR/Marketing","2022"
"EAE - NA Central",0,"Canada","Evaluating CDP","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",23000,"2/16/2022","3/3/2022",15,NA,77,0,"","Timing","Outbound SDR","2022"
"EAE - NA Central",1,"United States","Snowflake","AWS","1 - Identified","Expansion","","Consulting Partner",NA,"USD",5000,"4/25/2022","6/21/2022",24,NA,23,0,"","","Partner","2022"
"EAE - NA West",1,"United States","Snowflake","AWS","8 - Closed Won","New Logo","Contract","Consulting Partner",20480,"USD",24932,"2/16/2022","4/26/2022",69,NA,23,1,"3/29/2022","","Partner","2022"
"EAE - RoW EMEA/APAC",1,"Switzerland","Snowflake","Azure","1 - Identified","New Logo","","Consulting Partner",NA,"USD",50000,"4/25/2022","9/23/2022",24,NA,2,0,"","","Partner","2022"
"EAE - NA East",0,"United States","Evaluating CDP","Azure","1 - Identified","New Logo","","Event",NA,"USD",35000,"2/24/2022","11/17/2022",84,NA,66,0,"","","Inbound SDR/Marketing","2022"
"Other",0,"Germany","","","1 - Identified","Demo/Test License","","",NA,"",NA,"4/25/2022","12/28/2022",24,NA,NA,0,"","","","2022"
"CAE - RoW",1,"Finland","Snowflake","AWS","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",13000,"4/25/2022","4/28/2022",3,NA,21,0,"","Lost to Competitor","Partner","2022"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","New Logo","","Paid",NA,"",NA,"2/17/2022","3/28/2022",39,NA,52,0,"","Staying with Incumbent Solution","Inbound SDR/Marketing","2022"
"Other",0,"United Kingdom","Databricks","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"4/25/2022","4/30/2022",24,NA,NA,0,"","","Outbound SDR","2022"
"EAE - NA West",0,"United States","BigQuery","","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"",NA,"2/10/2022","4/15/2022",64,NA,34,0,"","Unable to contact","Outbound SDR","2022"
"EAE - RoW EMEA/APAC",0,"Germany","Snowflake","AWS","1 - Identified","Expansion","Contract","Sales Prospecting",NA,"USD",1e+05,"4/25/2022","7/29/2022",24,NA,NA,0,"","","Sales","2022"
"Other",0,"France","","","8 - Closed Won","Demo/Test License","","",NA,"",NA,"3/17/2022","4/6/2022",20,NA,43,1,"9/16/2022","","","2022"
"Other",0,"United States","","","0 - Discovery","Unspecified Opportunity","","Paid",NA,"",NA,"4/25/2022","4/30/2022",24,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",0,"United States","","","1 - Identified","Demo/Test License","","",NA,"",NA,"2/14/2022","4/8/2022",94,NA,44,0,"","","","2022"
"EAE - RoW UK",0,"United Kingdom","Redshift","","1 - Identified","New Logo","","Organic",NA,"USD",20000,"4/25/2022","12/31/2022",24,NA,20,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA West",1,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","Contract","Consulting Partner",NA,"USD",20000,"1/31/2022","3/16/2022",44,NA,64,0,"","Lost to Competitor","Partner","2022"
"EAE - RoW EMEA/APAC",0,"Netherlands","Snowflake","AWS","4 - Economic Buyer Approved","New Logo","Contract","Paid",NA,"USD",47934,"4/26/2022","5/31/2022",23,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - RoW EMEA/APAC",0,"Finland","","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",30000,"2/11/2022","7/31/2022",97,NA,93,0,"","","Outbound SDR","2022"
"Other",0,"United States","","","8 - Closed Won","Demo/Test License","","",NA,"",NA,"4/26/2022","4/29/2022",3,NA,20,0,"","","","2022"
"EAE - RoW EMEA/APAC",0,"Switzerland","Evaluating CDP","","1 - Identified","New Logo","","Paid",NA,"USD",1,"3/9/2022","9/30/2022",71,NA,70,0,"","","Inbound SDR/Marketing","2022"
"CAE - RoW",0,"Norway","Snowflake","","1 - Identified","New Logo","","Organic",NA,"USD",5000,"4/25/2022","5/31/2022",24,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",0,"United States","Snowflake","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",35000,"2/15/2022","11/24/2022",93,NA,91,0,"","","Outbound SDR","2022"
"EAE - NA East",0,"United States","Snowflake","","1 - Identified","Expansion","","Organic",NA,"USD",30000,"4/26/2022","5/31/2022",23,NA,20,0,"","","Inbound SDR/Marketing","2022"
"Other",0,"United States","","","0 - Discovery","Unspecified Opportunity","","Organic",NA,"",NA,"2/17/2022","4/30/2022",91,NA,NA,0,"","","Outbound SDR","2022"
